conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,source_tweet_id
1879818088931266667,2025-01-17T04:07:49.000Z,0,"@kompascom dukuh, Mojolaban kah",1880104717566845416,,kompascom,in,,0,0,0,https://x.com/jenomesin_/status/1880104717566845416,1644065748674056192,jenomesin_,1879818088931266667
1879818088931266667,2025-01-16T13:11:59.000Z,1,"@bengkeldodo @avery_indonesia @kompascom @Uki23 @tekarok007 Yg aku gak suka itu ajang memanfaatkan kesempatan , org2 yg otaknya sengklek mana mikir kesehatan anak sekolah, yg ptg cari keuntungan.",1879879270908170335,,bengkeldodo,in,,0,1,0,https://x.com/mas_veel/status/1879879270908170335,1709123175450288128,mas_veel,1879818088931266667
1879818088931266667,2025-01-16T14:45:31.000Z,0,@RlFKEY @aquadigidaw @kompascom Kasian banyak yang hujat kamu bjir wkwkwk,1879902810709659866,,RlFKEY,in,,0,0,0,https://x.com/han_dycam/status/1879902810709659866,2478451147,han_dycam,1879818088931266667
1879818088931266667,2025-01-16T12:37:05.000Z,1,@coffebit @kompascom Lawuhe kahanan,1879870489679847668,,coffebit,in,,0,0,0,https://x.com/BuruhPemda/status/1879870489679847668,1501586191547727875,BuruhPemda,1879818088931266667
1879818088931266667,2025-01-17T15:27:26.000Z,0,@kompascom Pasti la.,1880275746440245548,,kompascom,ht,,0,0,0,https://x.com/burungmaleo/status/1880275746440245548,57499644,burungmaleo,1879818088931266667
1879818088931266667,2025-01-16T12:45:13.000Z,2,"@kompascom @prabowo jika masih ingin PMG terus dan sukses,biarkan pihak sekolah yg mengelola.seperti sekolah plus.mereka punya kantin dan dapur juga tenaga.tinggal diberi dana dan dipantau,diaudit.sekolaj pasti tahu mana ank yg punya penyakit butuh makan khusus.",1879872533715145175,,kompascom,in,,0,0,0,https://x.com/ambargedon/status/1879872533715145175,2913436956,ambargedon,1879818088931266667
1879818088931266667,2025-01-16T11:32:05.000Z,8,@kompascom belum ada satu bulan~,1879854130132631834,,kompascom,in,,0,0,0,https://x.com/aldysuhanda_/status/1879854130132631834,1052155937409007616,aldysuhanda_,1879818088931266667
1879818088931266667,2025-01-16T12:34:19.000Z,2,"@kompascom Makan bergizi gratis no
Makan beracun gratis yes",1879869794280976422,,kompascom,in,,0,0,0,https://x.com/lolixgiggle/status/1879869794280976422,1787384428282716160,lolixgiggle,1879818088931266667
1879818088931266667,2025-01-16T11:25:33.000Z,16,@bambang314 @kompascom Ayam kecap sih ga basi walo dibikin malem tapi dimakan esok siang nya. Kecuali emang masak ayam nya ga mateng.,1879852487437631950,,bambang314,in,,0,0,2,https://x.com/diesonne1901/status/1879852487437631950,34207103,diesonne1901,1879818088931266667
1879818088931266667,2025-01-16T13:17:46.000Z,0,@coffebit @kompascom tempe benguk,1879880726440718356,,coffebit,in,,0,0,0,https://x.com/dhimxs/status/1879880726440718356,514069757,dhimxs,1879818088931266667
1879818088931266667,2025-01-16T11:46:35.000Z,0,"@kompascom harus ttep bersyukur dek, kan gratis!!",1879857781832081862,,kompascom,in,,0,0,0,https://x.com/manjirouwu/status/1879857781832081862,1125243234819534851,manjirouwu,1879818088931266667
1879818088931266667,2025-01-17T07:57:18.000Z,0,@kompascom MBG: Makanan Beracun Gratis,1880162468959514717,,kompascom,in,,0,0,0,https://x.com/narayanaputraa/status/1880162468959514717,1088656146716454912,narayanaputraa,1879818088931266667
1879818088931266667,2025-01-16T15:32:09.000Z,0,"@kompascom Resiko keracunan ini pasti gede coy,soalnya anggaran minim,vendor2 pasti muter otak biar cuan gede..salah satunya cari basian atau ayam tiren🤣🤣🤣",1879914544455364849,,kompascom,in,,0,0,0,https://x.com/ErwinRockerkids/status/1879914544455364849,1535911464,ErwinRockerkids,1879818088931266667
1879818088931266667,2025-01-16T14:32:49.000Z,0,@kompascom yakk mulaiiii,1879899615073587617,,kompascom,in,,0,0,0,https://x.com/aquoraurus/status/1879899615073587617,405305988,aquoraurus,1879818088931266667
1879818088931266667,2025-01-17T04:15:21.000Z,0,@kompascom @TweetHunterIO screenshot please,1880106611513176541,,kompascom,en,,0,1,0,https://x.com/riyantama87/status/1880106611513176541,4636763892,riyantama87,1879818088931266667
1879818088931266667,2025-01-16T15:49:38.000Z,0,@acediarn @kompascom sejelek ipk wapres nya,1879918943718326586,,crestcen,in,,0,1,0,https://x.com/swftiest/status/1879918943718326586,1642859040048041986,swftiest,1879818088931266667
1879818088931266667,2025-01-17T02:59:55.000Z,0,"@hotarubio @kompascom sudah diprediksikan, dan bneran kejadian. kasian enggak sih huhu mending programnya batal aja atau dimatengin dulu buat persiapan dan anggarannya😟",1880087627103355008,,hotarubio,in,,0,1,0,https://x.com/mingiminggir/status/1880087627103355008,2368247436,mingiminggir,1879818088931266667
1879818088931266667,2025-01-16T12:07:16.000Z,1,"@rip_aiden @kompascom @MorphoMenelausX Prediksiku malah lebih cepet 🤣
https://t.co/1tr7ULWYMk",1879862983662457038,,rip_aiden,in,,0,0,1,https://x.com/aoi_7moon/status/1879862983662457038,1652861202,aoi_7moon,1879818088931266667
1879818088931266667,2025-01-16T17:30:16.000Z,0,"@sukaskii @kompascom MBG nya itu salah kali ya bukan ""Makan Bergizi Gratis"" tapi (sebagain teks hilang..) https://t.co/wZxC6zC4vB",1879944270519628033,https://pbs.twimg.com/media/GhbnWc-aUAAexhR.jpg,sukaskii,in,,0,1,0,https://x.com/SoSoftHeart3d/status/1879944270519628033,1385060715858259968,SoSoftHeart3d,1879818088931266667
1879818088931266667,2025-01-16T12:59:59.000Z,1,@kompascom https://t.co/ZFsUeRBrRL,1879876252838064396,https://pbs.twimg.com/tweet_video_thumb/Ghape5vawAA76Kn.jpg,kompascom,qme,,0,0,0,https://x.com/guramitelorasin/status/1879876252838064396,1186315408611012614,guramitelorasin,1879818088931266667
1879818088931266667,2025-01-17T14:50:14.000Z,0,"@kompascom Om dedi korbujer ktnya makan stik hrga 6 juta keracunan juga, so??????????????",1880266385739391345,,kompascom,in,,0,0,0,https://x.com/enciliarachidis/status/1880266385739391345,76671638,enciliarachidis,1879818088931266667
1879818088931266667,2025-01-16T12:34:22.000Z,1,@kompascom dut stop dut @prabowo,1879869806524141935,,kompascom,en,,0,0,0,https://x.com/kindcrjoyy/status/1879869806524141935,982919825260335104,kindcrjoyy,1879818088931266667
1879818088931266667,2025-01-16T12:57:38.000Z,1,@kompascom kan,1879875658639409312,,kompascom,und,,0,0,0,https://x.com/bercandateros/status/1879875658639409312,1364518454661799938,bercandateros,1879818088931266667
1879818088931266667,2025-01-16T21:39:21.000Z,0,@kompascom Dahlah diganti jadi sangu aja per anak 10Rb pak @prabowo,1880006955235963301,,kompascom,in,,0,0,0,https://x.com/faiza_adam/status/1880006955235963301,31360189,faiza_adam,1879818088931266667
